Rank,COE_score,Farm,High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,country
12,87.86,La Meliza,$50.10,"$16,570.58",Black sip coffee roasters,Maria Emilcen Sanchez Uribe,,Colombia,2021,,,"Bittersweet Chocolate, Black Cherry, Peach, Roses,","Floral , Dark Chocolate , Grapefruit , Apricot, Black Tea, Cacao Nibs, Citrus, Citrus Fruit, Cocoa Powder, Peach, Lavender, Licorice-anise, Melon, Honey, Mora, Mora azul, Pear, Red Grape, Rose, Sesame, Soybean fermentation, Strawberry, Sweet & Sugary, Tamarind, White Grape","Bright, Cherry, Citric Acid, Grapefruit, Lemon & Lime",Natural,Gesha,Colombia
13,87.86,El Bosque,$17.00,"$17,430.61",MARISSTELLA COFFEE / COMANSA / KEVIN COFFEE ROASTERS / BOKKUM & GIL Coffee Roasters / Roaster Rick / Abri Company.corp / Gachicoffee (Yeosu),Linarco Rodriguez Ospina,1700 m.a.s.l,Colombia,2021,,,"Sweet , Bittersweet Chocolate, Floral, Overall Sweet","Brown Sugar , Lemon , Orange , Sweet , Vainilla , Black Currant, Sugar Cane, Caramelized, Chocolate, Citrus Fruit, Clean, Cocoa, Dark fruit, Grape, Mandarin Orange, Orange Blossom, Red Apple, Red Currant, Sweet Aromatics, Sweet herb","Citric Acid , Apple, Citrus, Grapefruit, Plum, Red Apple, Tart",Washed,Bourbon Rosado,Colombia
14,87.82,Betania,$24.10,"$11,956.73",Haru International Corporation,Teresa de Jesus Ospina de Rodriguez,,Colombia,2021,,,"Banana, Berry, Nutty, Overall Sweet, Raspberry, Rich body and bright acidity notes, Sweet & Sugary","Brown Sugar , Cocoa , Floral , Avellanas, Bergamot, Black Tea, Blueberry, Caramel, Caramel, Cherry,Citrus Fruit, Delicate, Dried Dates, Frutal, Grapefruit, Honey, Lemon & Lime, Lemonade, Panela, Prune, Raisin, Silky, Sugar cane, Tangy, Vanilla","Citric Acid , Acidic, Black Cherry, Blueberry, Grapefruit, Lemon & Lime, Malic Acid, Mellow, Plum, Soft, Star Fruit",Honey,Bourbon Rosado,Colombia
15,87.82,La Falda,$17.90,"$9,472.68","K.V.N. Import Export (1991) Co.,Ltd",Jose Arcadio Caso,,Colombia,2021,,,"Chocolate, Honey, Orange","Mandarin Orange , Orange Blossom , Apricot, Bakers Chocolate, Brown Sugar, Cacao Nibs, Caramel, Cherry, Chocolate, Cocoa, Dried Fruit, Full body, Grape, Grape juice, Lemongrass, Mellow, Mint, Milk Chocolate, Orange, Smooth, Stonefruits, Sweet, Sweet & Sugary","Orange , Clementine, Malic Acid, Rough",Washed,Chiroso,Colombia
16,87.68,Los Palomos,$18.60,"$9,843.12",Latorre & Dutch Coffee (China) for MANNER COFFEE (China),Leonardo Henao Triana,,Colombia,2021,,,"Blackberry, Complex, Overall Sweet, Smooth, Sweet, Sweet Aromatics","Citrus Fruit , Orange , Blackberry, Brown Suga, Caramel, Cedar, Chocolate, Cinnamon, Dark Chocolate, Floral, Fresh wood, Frutal, Guava, Hazelnut, Jarabe, Melon, Mint, Mora, Naranja, Peach, Strawberry, Tropical Fruit","Apple, Bright, Citric Acid, Citrus, Citrus Fruit, Crisp, Golden Raisin, Grape, Malic Acid, Tangerine, Tartalic",Washed,Chiroso,Colombia
17,87.68,Las Palmas,$17.00,"$11,807.86","K.V.N. Import Export (1991) Co.,Ltd",Adriana Patricia Mora Anacona,,Colombia,2021,,,"Blackberry, Cacao Nibs, Cocoa, Complex, Green Tea, Nutty, Overall Sweet, Sweet, Vanilla","Cacao Nibs , Honey , Almond, Black Cherry, Black Currant, Brown Sugar, Caña, Casis, Cerezas, Cinnamon, Citrus, Dark Chocolate, Floral, Frutas tropicales, Full body, Golden Raisin, Good mouthfeel, Green Tea, Lemon & Lime, Lime, Milk Chocolate, Orange Blossom, Panela, Peach, Strawberry, Sweet, Vanilla","Citric Acid , Berry, Blackberry, Cherry, Cream caramel, Grape, Lemon & Lime, Red Apple",Natural,Bourbon,Colombia
18,87.64,La Siberia,$23.30,"$22,348.89","Latorre & Dutch Coffee (China) for Fisher Coffee / M2M Coffee Roasters / Taster’s Coffee / Cut Hand Group (剁手咖啡群) / 领地 La Finca / KOMENCU Coffee Roasters (China) / KOLAKOLA COFFEE / Santipanich Co., Ltd. / Stupiducks Coffee",Einar Ortiz Falla,,Colombia,2021,,,"Bergamot, Good body, Grapefruit, Jasmine, Lemon & Lime, Sweet herb, Sweet spice finished","Floral , Raspberry , Bergamot, Blackberry, Brown Sugar, Caramel, Caramelo, Cinnamon, Citrus Fruit, Delicate, Fresa, Grain, Hibiscus, Jasmine, Lemonade, Licorice-anise, Melon, Naranja, Orange Blossom, Peach, Red Apple, Stonefruits, Sugar cane, Sweet Aromatics, Vanilla","Citric Acid , Mandarin Orange , Citrico, Citrus, Citrus Fruit, Grapefruit, Lime, Malic Acid, Pineapple",Washed Anaerobic,Gesha,Colombia
19,87.46,Villa del Prado,$20.80,"$17,199.10",KALDI COFFEE FARM,Javier Muñoz,,Colombia,2021,,,"Balance, Complex, Dark Chocolate, Honey sweet finished, Old Wine, Overall Sweet, Strawberry, Sweet","Black Tea , Citrus Fruit , Passion Fruit , Red Grape , Tamarindo , Blueberry, Borojo, Chocolate, Cinnamon, Dark Chocolate, Floral, Grape, Guava, Honey, Mango, Molasses Syrup, Nectarine, Orange, Peach, Plum, Savory, Star Fruit, Strawberry, Tart, Viscous,","Crisp , Apple cider, Bright, Complex, Grape, Malic Acid, Mango, Passion Fruit, Pineapple, Red Apple, Sweet finish",Natural,Bourbon,Colombia
20,87.39,Los Eucaliptos,$17.00,"$16,306.06","Wataru & Co., Ltd",Edinson Ramirez Lopez,,Colombia,2021,,,"Berry, Body/Fullness, Brown Sugar, Overall Sweet, Tea like finished and brown suger","Cherry , Citrus , Peach , Almendra, Almond, Blackberry, Blueberry, Brown Sugar, Caramelo, Citrico, Citrus Fruit, Complex, Complex acidity, Floral, Fruity, Grape, Green Tea, Grosella, Honey, Juice, Mandalin, Panela, Pineapple, Plum, Sweet","Citric Acid , Cherry, Citrus, Plum, Red Currant, Tangerine",Washed,Caturra,Colombia
21,87.36,La Carolina,$27.20,"$16,193.52","K.V.N. Import Export (1991) Co.,Ltd",Cesar Augusto Ospina,,Colombia,2021,,,"Caramel, Chocolate, Nut, Sweet spice, Tea like finished","Dark Chocolate , Brown Sugar , Honey , Almond, Banana, Big fruit, Black Tea, Blackberry, Blueberry, Cherry candy, Cinnamon, Citrico, Frutas tropicales, Kiwi, Magnolia, Malta, Mango, Peach, Process sugar, Red Grape, Red wine, Strawberry, Trapical fruit, Tropical Fruit","Winey , Blackberry, Bright, Crisp, Dried Dates, Licorice-anise, Plum, Tropical Fruit",Natural Anaerobic,Bourbon Rosado,Colombia
22,87.14,Buena Vista,$16.70,"$13,256.46",Honu Kato Coffee Inc.,Gilberto Galindez Galindo,,Colombia,2021,,,"Chocolate, General sweet, Herb-like, Honey, Mandarin Orange, Mango","Brown Sugar , Black Currant , Caramelo , Bittersweet Chocolate, Black Tea, Caramel, Casis, Citric Acid, Citrico, Citrus Fruit, Coca, Complex, Floral, Grape, Hazelnut, Lemongrass, Mandalin, Mango, Orange, Panela, Peach, Plum, Roses, Sweet","Black Currant, Citric Acid, Crisp, Mandarin Orange, Mango, Orange peel, Papaya, Tartalic",Washed,Tabi,Colombia
23,87.11,La Esperanza,$18.30,"$9,684.36","K.V.N. Import Export (1991) Co.,Ltd",Gildardo Arias Mamian,,Colombia,2021,,,"Black Cherry, Black Currant, Green Tea, Overall Sweet, Plum","Banana, Black Currant, Brown Spice, Caramelo, Citrico, Citrus, Citrus Fruit, Creamy, Dried Fruit, Dulce, Floral, Golden Raisin, Green Tea, Lemon, Lemon & Lime, Mandalin, Melon, Milk Chocolate, Peach, Raisin, Red Apple, Rose Hips, Simple, Stone Fruit, Sweet, Tea like, Tropical Fruit","Citric Acid , Black Cherry, Guava, High, Malic Acid, Passion Fruit, Peach, Pineapple, Strawberry",Natural Anaerobic,Bourbon,Colombia
1a,"90,65",LA BOHEMIA,$92.20,"$27,644.33",Curve Specialty coffee Roastery,Carlos Alberto Belalcázar,2015,Colombia,2022,,,"Citrus , Sweet Aromatics , Berry sweetness, Clean Complex flavours, Crispy finishing, Delicate, Floral, Pleasant tropical fruit notes, Refreshing citric tone","Peach , Pineapple , Blueberry , Floral , Guava , Mango , Strawberry ,Almond , Jasmine , Passion Fruit , Red Apple , Tropical Fruit Gooseberry, Grapefruit, Gummy bears, Hibiscus, Lychee, Mandarin peel, Molasses Syrup, Mulberry, Nectarine,Raspberry, Red Grape","Citric Acid , Blueberry , Bright , Crisp , Malic Acid , Apple like, Berry, Citrus Fruit, Complex acidity,Vibrant",WASHED,Geisha,Colombia
1b,"90,65",LA BOHEMIA,$92.30,"$24,417.97","Orsir International Co., Ltd.",Carlos Alberto Belalcázar,2015,Colombia,2022,,,"Citrus , Sweet Aromatics , Berry sweetness, Clean Complex flavours, Crispy finishing, Delicate, Floral, Pleasant tropical fruit notes, Refreshing citric tone","Peach , Pineapple , Blueberry , Floral , Guava , Mango , Strawberry ,Almond , Jasmine , Passion Fruit , Red Apple , Tropical Fruit Gooseberry, Grapefruit, Gummy bears, Hibiscus, Lychee, Mandarin peel, Molasses Syrup, Mulberry, Nectarine,Raspberry, Red Grape","Citric Acid , Blueberry , Bright , Crisp , Malic Acid , Apple like, Berry, Citrus Fruit, Complex acidity,Vibrant",WASHED,Geisha,Colombia
2a,"90,02",EL PORVENIR,$50.20,"$16,600.64",GESHARY COFFEE,Abdias Lasso Muñoz,2015,Colombia,2022,,,"Balanced and smooth finish, Bright, Bright acid, Clean and crispy acidity, Consistent, Crisp, Delicate, Elegant","Floral ,Mango , Pineapple , Red Currant , Acai, Basil tea, Bergamot, Black Currant, Blackberry, Blueberry, Cane sugar, Caramel, Chamomile, Cranberry, Dark berry, Earl grey tea, Ginger, Green Apple, Honeysuckle, Pear, Perfume, Plum, Pomegranate, Pomelo, Raspberry","Citric Acid , Lemon & Lime , Malic Acid , Bright , Sparkling , Tartaric, Uvas verdes, Vibrant citric acidity, White Grapes",WASHED,Geisha,Colombia
2b,"90,02",EL PORVENIR,$63.20,"$16,719.56","GLITCH COFFEE & ROASTERS ,TAKAMURA COFFEE ROASTERS BY MARUKAI.",Abdias Lasso Muñoz,2015,Colombia,2022,,,"Balanced and smooth finish, Bright, Bright acid, Clean and crispy acidity, Consistent, Crisp, Delicate, Elegant","Floral ,Mango , Pineapple , Red Currant , Acai, Basil tea, Bergamot, Black Currant, Blackberry, Blueberry, Cane sugar, Caramel, Chamomile, Cranberry, Dark berry, Earl grey tea, Ginger, Green Apple, Honeysuckle, Pear, Perfume, Plum, Pomegranate, Pomelo, Raspberry","Citric Acid , Lemon & Lime , Malic Acid , Bright , Sparkling , Tartaric, Uvas verdes, Vibrant citric acidity, White Grapes",WASHED,Geisha,Colombia
3,"89,43",EL JARDIN,$28.10,"$13,009.46",Onyx Coffee Lab,Jorge Elias Rojas Vasquez (lote 8),1838,Colombia,2022,,,"Smooth , Blackberry, Clean,Notably clean cup, Round and balanced, Syrupy body, Very complex and delicate","Guava , Jasmine Honeysuckle , Lemon & Lime , White Grape , Almond, Apple, Apricot, blood orange, Chamomile, Cherry liquor, Eucalyptus, Green Apple, Honey, Lemon, Lemongrass, Melon, Mint, Nectarine, Oak, Panela, Papaya, Passion Fruit, Pineapple, Pink lemonade","Malic Acid , Bright , Orange , Berry, Citric, Citrus Fruit, Green Apple,Tartaric",HONEY,Geisha,Colombia
4,"89,09",La cruz,$12.50,"$9,535.00",Curve Specialty coffee Roastery,ARTEMIO LIBARDO LOPEZ LOAIZA,,Colombia,2022,,,"Consistent, Elegant citric layer with hints of pomegranate, Fresh, Lingering peach and honey aftertaste, Refreshing","Floral , Honey , Mandarin Orange , Jasmine , Lemon , Peach , Vanilla , Apricot , Bergamot , Cherry , Lemongrass , Mango , Milk Chocolate , Tangerine , Anise, Banana,Ginger candy, Grape, Grapefruit, Plum, Pomegranate, Raisin, Red Apple, Red Grape, Roasted Hazelnut","Citric Acid , Bright , Malic Acid , Citrus Fruit , Lemon & Lime ,  Lively, Malic, Orange, Orange marmalade, Peach, Pear, Structured, Tartaric",ANAEROBIC WASHED,"Caturra, castillo",Colombia
5,"89,09",LA FORTUNA,$23.80,"$10,231.62","Caravela Coffee, Floozy Coffee, Elixr Coffee,
Equator Coffees,
Belux Coffee Roasters",VICTOR FELIX RAMIREZ CRUZ,1650-1780,Colombia,2022,,,"Citrus Fruit , Stone Fruit , And complex, Black Cherry, Clean, Complex, Complex and lingering, Notably sparkling and syrupy body, intense flavor notes, Sweet Aromatic","Blackberry , Green Apple , Honey , Lemon & Lime , Mandarin Orange , Milk Chocolate , Molasses , Plum , Red Currant , Red Grape , Apple, Apricot, Bergamot, Berry, Black Grape, Black Tea, Blueberry jam, Brown Sugar, Candy, Caramelized sugar, Casis, Citrus, Complex, Dark grape, Dusty Cocoa, Gooseberry","Citric Acid , Bright , Grape , Acetic Acid, Complex, Crisp, Grapefruit, Lime, Malic Acid, Orange, Red Apple, Structure,Tartaric acid, Vibrant",WASHED,Geisha,Colombia
6,"88,89",LA PELOTA,$21.40,"$14,153.75",SUPREMO COFFEE,MARIA ROVIRA MUÑOZ DE BURBANO,,Colombia,2022,,,"Sweet Aromatics , Bright, Clean, Clean and sweet, Dense, Floral,Layered, Longfinish, Nectarine, Silky body","Nectarine , Red Apple , Red Currant , Red Grape , Acai, Apple, Bakers Chocolate, Berries, Berry, Black Tea, Blueberry, Candy, Carob, Casis, Cedar, Chamomile, Chicory, Citrus, Golden pear, Herb-like, Honey, Honeysuckle, Lime, Mandarin Orange, Milk tea, Molasses Syrup, Pear, Pears, Pipe Tobacco","Malic Acid , Citric Acid , Complex , Cranberry , Green Apple , Orange , Bright, Grape, Lemon & Lime, Lime",WASHED,Pink Bourbon,Colombia
7,"88,37",MONTREAL,$23.00,"$14,299.10",SARUTAHIKO COFFEE,DUBERNEY CIFUENTES FAJARDO,2100,Colombia,2022,,,"Consistent , Citrus Fruit, Complex and aromatic, Complex and lingering finish, Solid sweetness, Stone Fruit, Structured, Sweet and citric","Apricot , Black Tea , Cherry , Grapefruit , Green Apple , Green Tea , Honey , Lavender , Mint , Orange , Strawberry , Basmati Rice, Candy, Cashew, Cinnamon, Dark plum, Fresh mint, Gooseberry, Grape, White Grape, white tea, white wine","Citric Acid , Crisp , Malic Acid , Orange , Stone Fruit , Berry, Bright, Lemon & Lime, Lime, Mandarin Orange, Navel Orange, Orange like, Other Fruit, Structured acidity, Tangerine",WASHED,Geisha,Colombia
8,"88,35",EL GUAYABO,$17.60,"$8,148.27",M.I.Coffee Corporation,JOSE DUBER BURBANO MUÑOZ,1800,Colombia,2022,,,"Balanced and well rounded, Clean and elegant finish, Complex and silky mouthfeel, Crisp, Good taste balanced","Jasmine , Melon , Plum , Vanilla , Apricot , Cane sugar , Cherry , Dark Chocolate , Floral , Lemon , Red Currant , Stone Fruit ,  Brown Spice, Cacao Nibs, Candy, Carnberry, Clementine, Cocoa, Flora, Grape, Grapefruit, Hazelnut,  Lychee, Mandarin Orange, Mango,  Pomegranate, Raspberry, Sweet, Sweet Bread Pastry, Very sweet","Consistent citric acidity, Lemon, Lemon & Lime, Malic acidity, Pineapple, Round, Tart, Tartaric acid",WASHED,Pink Bourbon,Colombia
9,"88,28",LA PALMA,$15.50,"$11,003.30","MUSEO Co., Ltd. , liike coffee , ABRI COFFEE FACTORY , 커피화 로스터스 , huelgo",DUBERNEY CIFUENTES FAJARDO,2100,Colombia,2022,,,"Complex and lingering, Lemon, Long aftertaste, Pleasing tea-liked finishing, Sweet citric and complex, Taste balanced","Apple green tea, Bakers Chocolate, Basmati Rice, Bergamot, Black Cherry, Brown Spice, Burnt Sugar, Butter, Cacao Nibs, Chamomile, Chocolate, Cinnamon, Complex, Cream, Dark Chocolate, Dried Fig, Ginger candy, Grape, Grapefruit, Green Apple, Green Grape, Green Melon","Malic Acid , Citric Acid , Lemon , Berry, Bright, Complex, Crisp, Lactic, Lemon & Lime, Lemon Pastry, Malic",WASHED,Geisha,Colombia
10,"87,74",LA SIBERIA,$13.30,"$6,861.20",Pebble Coffee,EYNAR ORTIZ FALLA,1900,Colombia,2022,,,"Overall Sweet , Bittersweet chocolatey aftertaste, Bright, Citrus Fruit, Complex, Green Tea, Juicy, Medium acidity, Rich black tea-liked body, Singular, Smootj and clean, Stable sweetness, Stone Fruit, Sweet Aromatics, Taste balanced, Well balanced","Floral , Black Tea , Honey , Cacao Nibs , Cherry , Grapefruit , Lemon & Lime , Mandarin Orange , Plum , Red Apple , Vanilla , 80% dark chocolate, Almond, Apple, Apricot, Banana, Bergamot, Blueberry, Brown Sugar, Macadamia, Mangosten, Maple Syrup, Milk Chocolate","Citric Acid , Lemon & Lime , Malic Acid , Pleasant lactic acidity, Red Currant, Red Grape",Anaerobico,Geisha,Colombia
11,"87,59",LAS BRISAS,$14.00,"$14,815.08","Wataru & Co., Ltd.",EDMUNDO ALVEAR TORO,1750,Colombia,2022,,,"Complex , Balsamic, Berry, Clean sparkling finish, Cocoa finish, Complex layering, Overall Sweet, Red Currant, Refreshing flavour, Stone Fruit","Raspberry , Apple cider, Balsamic, Berries, Berry, Black Cherry, Black Tea, Blueberry, Boozy, Candy, Caramel, Casis, Cherry liquour, Chocolate, Concord Grape, Dried Fruit, Fruity, Grapefruit, Green Grape, Hazelnut, Jelly, Lemon & Lime, Roasted Almond, Ruby grapefruit, Stone Fruit, Strawberry","Citric Acid , Malic Acid , Bright , Crisp , Green Apple , Berry, Blackberry, Citrus, Cola, Complex, Dried Fruit, Grapefruit, Lemongrass, Lime, Phosphoric, Pineapple, Strawberry, Structired, Tart, Tartaric",WASHED,PINK BOURBON,Colombia
12,"87,37",Manantiales del Frontino,$10.20,"$5,216.99","Mercanta The Coffee Hunters, 19 Grams (Germany)",ANDRES FELIPE LONDOÑO MONTOYA,1820,Colombia,2022,,,"Stone Fruit , Alcohol, Bright acidity, Caramel, Cherry, Chewy, Citrus Fruit, Complex, Complex tropical notes flavor, Consistent, Syrupy body, Tropical Fruit","Cranberry , Grapefruit , Hibiscus , Kiwi , Passion Fruit , Apricot, Banana, Bittersweet Chocolate, Black Currant, Blueberry, Candy, Caramel, Citrus Fruit, Cocoa, Concord Grape, Floral, Fudge, Garden Peas, Golden kiwi, Golden Raisin, Gooseberries, Grapes, Hints of soft spices, Ice cream, Jasmine, Red velvet cake","Malic Acid , Citric Acid , Crisp , Tartaric , Vibrant , Berry, Bright, Citric and bitter, Dried Fruit, Malic acidity, Mango, Passion Fruit, Sharp",NATURAL,"CATURRA, BOURBON",Colombia
13,"87,35",LA AZUCENA,$15.90,"$11,111.87",terarosa,TITO AUGUSTO BURBANO MUÑOZ,1800,Colombia,2022,,,"Overall Sweet , Creamy finish, Intense sweetness, Juicy, Mandarin Orange, Pear, Roasted Almond","Blueberry, Butterscotch, Caramel, Caramelized, Cherry, Cocoa, Complex, Cranberry, Crisp, Dark Chocolate, Dark plum, Eucalyptus, Ginger syrup, Grape, Green Apple, Hazelnut, Hibiscus, Honey, Lemon & Lime, Macadamia nut, Peach, Pear, Pipe Tobacco, Raisin, Raspberry, Red Apple, Red Currant, Rose Hips, Strawberry, Tangerine, Vanilla, white wine, Zesty","Citric Acid , Malic Acid , Bright , Tartaric , Crisp, Green Apple, Lime, Other Fruit, Red fruit, Sparkling, Tartalic, Tartaric acidity",WASHED,COLOMBIA,Colombia
14,"87,35",EL PORVENIR,$14.30,"$16,771.90",SARUTAHIKO COFFEE,OSCAR EDUARDO REALPE,2000,Colombia,2022,,,"Balanced, Berries and tropical fruit, Black Cherry, Black Tea, Citrus Fruit, Complex, Complex flavours, Consistent, Juicy,  Structured acidity","Almond, Banana, Bergamot, Black Cherry, Black Pepper, Blackberry, Boozy, Brulee sugar, Burnt Sugar, Candy, Cascara, Cinnamon, Citrus Fruit, Cocoa, Cocoa tea, Cola, Complex, Concord Grape, Dark Chocolate, Fruity, Grapes, Guava, Jasmine","Citric Acid , Crisp , Malic Acid , Alcohol, Black Cherry, Boozy, Bright, Complex, Lemon & Lime, Other Fruit, Passion Fruit, Port wine, Sparkling, Structured malic to tartaric as cools, Tartaric, Toronja, Winey",NATURAL,CASTILLO,Colombia
15,"87,22",EL MIRADOR,$12.40,"$6,998.31",Studio Caffeine,ALBA DIELA LOPEZ RIASCOS,2100,Colombia,2022,,,"Overall Sweet , Structured , Apple, Balanced, Black tea-liked, Blackberry, Bright acidity","Cherry , blood orange, Cacao Nibs, Caramelied peach, Casis, Cassis, Chocolate, Cinnamon, Ciruela pasa, Citrus Fruit, Golden Raisin, Green Grape, Green Mango, Green Tea, Hints of pomegranate, Honey, Lemon, Lime, Lychee, Star Fruit, Strawberry, Sugar cane, Tamarind, Vanilla, White Grape","Malic Acid , Bright , Apricot, Cherry, Citric, Crisp, Dried Fruit, Lactic, Lime, Lime peel, Malic",Anaerobic,Caturra and Colombia,Colombia
16,"87,17",EL CEDRO,$10.10,"$12,691.96",honu加藤珈琲店株式会社,SERVIO TULIO BOTINA QUINAYAS,1900,Colombia,2022,,,"Caramel, Citric and aromatic, Citrus, Clean, Intense and lively, Lemon,Outstanding syrupy body, Red Grape, Stone Fruit","Bergamot, Berry, Berry jam, Black Currant, Black Tea, Blackberry, Brown Spice, Cane sugar, Caramel, Chocolate, Citrus, Complex, Concord Grape, Dried Fruit, Ginger, Golden Raisin, Grapefruit, Green Apple, Passion Fruit, Pine, Raspberry, Short, Tangerine, Velvet, White Grape","Citric Acid , Malic Acid , Bright , Lime , Acidez de cascara de naranja, Bright and intense, Citric, Citrus, Citrus Fruit, Cranberry, Dried Fruit, Honeydew, White Grape",Washed,Pink Bourbon,Colombia
17,"87,15",SANTA HELENA,$12.20,"$6,777.83",caffeinelab,ARY JOSE SOLIS,1755,Colombia,2022,,,"Complex , Black tea-liked body, Cascara, Clean and sweet, Complex flavours, Juicy, Lingering finish, Sweet spice, Syrupy, Tart, Tropical tone","Grapefruit , Honey , Mango , Alcohol, Apple, Apricot, Berry, Black Cherry, Brown Sugar, Burnt Sugar, Cacao, Caramel, Cascara, Cocoa, Complex, Cranberry, Creamy, Dark fruits, Dark grape, Floral, Green Apple, Hibiscus, Kiwi, Lavender, Licorice-anise, Maple Syrup, Molasses Syrup","Tartaric , Citric Acid , Malic Acid , Cranberry, Dried Fruit, Green Apple, Intense, Intense acidity, Lemon & Lime, Muted, Pomegranate, Red Grape",NATURAL,Colombia,Colombia
18,"87,13",El Bosque,$10.10,"$13,248.68","Wataru & Co., Ltd.",LINARCO RODRIGUEZ OSPINA,1750,Colombia,2022,,,"Brown Sugar, Sweet Aromatics, Taste balanced, Tea like finishing, Tea like with berries flavours","Caramel , Honey , Stone Fruit , Blackberry , Grapefruit , Orange , Strawberry , Apricot, Black Tea, Brown Sugar, Chamomile, Cinnamon, Clementine, Complex,  Lemon & Lime, Lemongrass, Mandarin Orange, Milk Chocolate, Orange zest, Peach, Pineapple, Plum, Raisins, Raspberry, Red Grape","Citric Acid , Berry , Malic Acid , Black Cherry, Bright, Citrus, Compplex, Dried Fruit, Golden Raisin, Grapefruit, Green Tea, Jasmine, Lactic, Lemon & Lime, Lime, Plum, Red Currant, Structured",WASHED,PINK BOURBON,Colombia
19,"87,13",EL MIRADOR,$11.60,"$6,137.68",Wataru for GOLPIE COFFEE,LUIS GUTIERREZ RODRIGUEZ,1800-1890,Colombia,2022,,,"Caramel, Citrus, Cocoa nib, Complex citric, Good clean cup, Intense lively, Lingering, Mellow intense flavor, Mild malic acidity, Solid sweetness","Apple, Bakers Chocolate, Bergamot, Biscuity, Black Currant, Black Tea, Cacao Nibs, Chamomile, Cherry, Citrus, Complex, Cranberry, Dark Chocolate, Dark plum, Grape, Mandarin Orange, Maple Syrup, Melon,  Red wine, Stone Fruit, Sugar cane sweetness, Syrupy, Tangerine, Tart, Toast, Vanilla, White grapefruit, white tea","Bright , Citric Acid , Citrus , Lemon , Malic Acid , Berry, Citric, Dried Fruit, Lemon & Lime, Lime, Orange like acidity, Stone Fruit, Tart, Tartaric acid",Natural,Pink Bourbon,Colombia
20,"87,07",LOS ANGELES,$10.40,"$6,488.66",Wataru for Voila Coffee,Jose Ignacio Gomez Lopez,1890,Colombia,2022,,,"Milk Chocolate , Balanced and clean, Mellow and smooth attributes, Mild citric tone,Raisin, Soft, Tea like, Tea-like Body","Cranberry , Dried Fruit , Jasmine , Peach , Tangerine , Vanilla , Almond, Apple, Black Currant, Black Tea, Bran, Citric Acid, Citrus Fruit, Complex, Congee, Ginger, Grapefruit, Green Tea, Guava, Lemon, Lime, Malt, Maple Syrup, Marmalade","Citric Acid , Citric, Complex, Lactic, Lemon & Lime, Malic Acid, Orange, Other Fruit, Pleasant lactic, Structure, Tartaric",WASHED,Geisha,Colombia
21,"87,02",LA CUEVITA,$12.20,"$7,181.29",caffeinelab,Libardo Martinez Gomez,1838,Colombia,2022,,,"Tropical Fruit ,Black Cherry, Cacao Nibs, Complex, Complex fruity notes, Intence citric, Juicy, Juicy and lingering finish, Overall sweet and complex, Stone Fruit, Structured, Sweet Aromatics, Sweet spice","Pomegranate , Red Apple , Strawberry , Winey , Acai berry, Alcohol, Apple cider, Bergamot, Black Currant, Blueberry, Brown Sugar, Brulee sugar, Caramel, Cinnamon, Concord Grape, Dark cherry, Dried Fig, Floral, Green Apple, Green apple tea, Herb-like, Kiwi, Melon, Mixed berries, Molasses, Orange, Peach","Berry, Black Cherry, Blackberry, Bright, Bright and sweet, Cacao Nibs, Dried Fruit, High, Intense, Intense citric, Malic Acid, Orange, Passion Fruit, Red Grape, Strawberry, Tamarind, Tart, Tartaric, Tartaric acid, Vibrant malic acidity, Winey",HONEY,Geisha,Colombia
22,"87,00",LA PIRAGUA,$10.00,"$10,582.20","Wataru & Co., Ltd.",ALEXANDER VARGAS OSORIO,1838,Colombia,2022,,,"Caramel, Chocolate, Cranberry, Delicate, Graham Cracker, Grapefruit, Mild acidity, Nice, Overall sweet and delicate","Red Apple , Berry, Blackberry, Burnt Sugar, Caramel, Caramelized peach, Citrus Fruit, Cocoa, Green Apple, Honey, Intense, Jasmine, Java apple, Lemon water, Lemongrass, Moras Rojas, Muscat, Peach, Raspberry, Red Currant, Red Grape, Roasted Almond, Roasted Hazelnut, Salted plum, Strawberry, Sugercane, Sweet herb, Tropical Fruit, Walnut, Watermelon","Malic Acid , Bright , Citric Acid , Green Apple, Juicy, Lemon, Lemon & Lime, Lime, Malic acidity, Mild malic acidity, Red fruit, Sweet citric, Tart, White Grape, Winey",WASHED,Pink Bourbon,Colombia
