Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
210,14,88.01,San Patricio El Limon,598,$15.60 ,"$9,328.80 ","Wataru & Co., Ltd.",Guadalupe Alberto Reyes Aguilar,"4,757ft.",Guatemala,2021,,,"Grape, Green Apple","Floral (2), Milk Chocolate (2), Orange (2), Red Currant (2), Tropical Fruit (2), Black Currant, Cherry, Chocolate, Cocoa, Dried Fruit, Green plum, Jasmine, Lemon & Lime, Lemon tea, Lime, Malt, Mandarin Orange, Maple Syrup, Nectarine, Nutty, Passion Fruit, Pineapple, Raspberry, Roasted Almond, Roasted Hazelnut, Star Fruit, Stone Fruit, Tomato, White Grape, Yellow apricot","White Grape (2), Citrus Fruit, Citrus peel, Complex",Natural,Pacamara,,9 ha,Guatemala
211,15,87.93,El Tambor,1069.5,$15.00 ,"$16,042.50 ","Wataru & Co., Ltd.","Los Moshos, S. A.",6000 feet,Guatemala,2021,,,Grape,"Bergamot (3), Brown Sugar (2), Floral (2), Milk Chocolate (2), Red Apple (2), Stone Fruit (2), Almond cream, Apricot, Bakers Chocolate, Black Currant, Candy, Caramel, Caramelized, Cardamon Caraway, Cherry, Cola, Green Apple, Green Tea, Kiwi, Lime, Melon, Orange, Pineapple, Plum, Simple, Slight floral, Sweet & Sugary, Sweet orange, Tangerine, Tomato, Vanilla","Lemon & Lime (2), Citric Acid, Citrus, Crisp",Washed,Pacamara,,,Guatemala
212,16,87.89,Plan De La Vega,1044.5,$17.50 ,"$18,278.75 ",Ecom Japan Limited,Erwin Humberto Argueta Herrera,4000 ft,Guatemala,2021,,,Red Currant,"Caramel (3), Green Grape (2), Green plum (2), Yellow apricot (2), Yellow peach (2), Yogurt (2), Apricot, Bakers Chocolate, Black Tea, Brown Sugar, Butterscotch, Candy, Citrus Fruit, Floral, Green Apple, Jasmine, Lemon, Lemon & Lime, Lemongrass, Lychee, Mandarin Orange, Milk Chocolate, Molasses Syrup, Orange peel, Plum, Raisin, Red Currant, Stone Fruit, Sweet & Sugary, Tomato, Vanilla, Yogurt","Lactic (2), Citric Acid, Lemon, Malic Acid, Phosphoric",Washed,Bourbon & Caturra,,8 ha,Guatemala
213,17,87.64,San Antonio De Esquipulas Y Anexo,616.7,$14.90 ,"$9,188.83 ","Wataru & Co., Ltd.","Corporacion Mil, S. A.",5600 FAMSL,Guatemala,2021,,,Delicate,"Brown Sugar (2), Caramel (2), Citrus (2), Melon (2), Apple, Apricot, Bakers Chocolate, Black Currant, Black Tea, Blood orange, Caramelized, Cocoa, Cranberry, Dried Fig, Dried Fruit, Floral, Golden Raisin, Grapefruit, Honey, Honeydew, Lemon & Lime, Lemon tea, Light cherry, Milk Chocolate, Nutty, Orange, Raspberry, Red berries, Red plum, Rose, Rhubarb, Salty, Slightly tropical candy","Malic Acid (3), Lemon, Lemongrass, Pineapple",Washed Anaerobic,Bourbon & Caturra,,55 ha,Guatemala
214,18,87.57,Bella Elizabeth,686.8,$17.50 ,"$12,019.00 ",ECOM Japan Limited for Voila Coffee,Erwin Humberto Argueta Herrera,4500 ft,Guatemala,2021,,,Tropical Fruit,"Black Tea (2), Black Cherry, Black Currant, Caramel, Cola, Cream, Darjeeling, Gooseberry, Green Apple, Green Tea, Jasmine, Lemon, Lemon & Lime, Lemongrass, Lime, Mango, Melon, Nutty, Overall Sweet, Pineapple, Red Apple, Red Currant, Tomato, Yogurt","Lactic (2), Sharp (2), Citric Acid, Citrus, Citrus Fruit, Complex, Tartaric acidity",Washed,Bourbon & Caturra,,86 ha,Guatemala
215,19,87.56,Santa Clara,437.4,$17.80 ,"$7,785.72 ","Bless Bean(South Korea), DNU Coffee",Operadora Santa Clara Sociedad Anonima,"1,750 – 1,850 masl.",Guatemala,2021,,,Kiwi,"Bergamot (3), Caramelized (2), Dried Dates (2), Floral (2), Stone Fruit (2), Apricot, Black Tea, Blackberry, Brown Sugar, Burnt Sugar, Cherry, Dried Fig, Flat, Jasmine Honeysuckle, Juicy peach, Lemon & Lime, Lemon tea, Lemongrass, Lychee, Mandarin Orange, Mango, Melon, Molasses, Nectarine, Orange, Pink pepper, Plum, Slight lychee peel, Sparkling, Sweet & Sugary, Vanilla, Watermelon,  Yellow peach, Yogurt","Citrus, Citrus Fruit, Crisp, Lime, Multi dimensional, Sparkle",Washed Anaerobic,Gesha,,120 hectares,Guatemala
216,20,87.56,Guatalon,749.8,$17.30 ,"$12,971.54 ",Mercanta Ltd,Guillermo Antonio Juarez Solares,1600-1750 meters,Guatemala,2021,,,Juicy,"Brown Sugar (3), Caramel (2), Cola (2), Mandarin Orange (2), Milk Chocolate (2), Brown Spice, Cherry, Dark Chocolate, Darjeeling, Dried Fig, Green plum, Green Tea, Honeydew, Lemon, Lemon & Lime, Lime, Lychee, Melon, Orange, Peach, Pear, Raspberry, Red Currant, Roasted Hazelnut","Complex (2), Malic Acid (2), Citrus, Grapefruit, Lime, Phosphoric, Up lifting",Washed,Pacamara,,50 ha,Guatemala
217,21,87.49,La Hermosa,1408.9,$20.20 ,"$28,459.78 ",The Few Coffee and Goods & 北京啡旗咖啡La Primax,Max Fernando Perez Rios,"6,500 Ft.",Guatemala,2021,,,Simple,"Caramel (2), Green Apple (2), Lime (2), Lychee (2), Pear (2), Bergamot, Berry, Brown Spice, Burnt Sugar, Herb-like, Honeydew, Lavender, Lemon, Lemon & Lime, Lemongrass, Milk Chocolate, Mint, Orange Blossom, Raisin, Red Apple, Roasted Hazelnut, Stone Fruit, Tangerine, Vanilla, White Grape","Malic Acid (3), Cranberry (2), Bright, Lemon, Lime, Orange, Red Apple",Washed,Gesha,,180 ha,Guatemala
218,22,87.46,El Refugio,1292.3,$17.00 ,"$21,969.10 ",Latorre & Dutch Coffee (China) for 领地 La Finca,Adony Osbaldo Perez Ramirez,"6,250 Ft.",Guatemala,2021,,,Lemongrass,"Black Currant (2), Black Tea (2), Peach (2), Stone Fruit (2), Vanilla (2), Bergamot, Brown Sugar, Caramel, Caramelized, Cinnamon, Citrus Fruit, Concord Grape, Dark berry, Dried Fruit, Green Apple, Honey, Jasmine, Lemon & Lime, Light peach, Light perfume, Lime, Mandarin Orange, Molasses, Nutty, Orange, Parchment, Pomegranate, Red Currant, Roasted Hazelnut, Roasted Peanuts, Star Fruit, Tangerine","Citric Acid, Citrus Fruit, Lemon, Lemongrass, Malic Acid, Tartaric acid",Natural,Gesha,,80 ha,Guatemala
219,23,87.44,Miramundo,607.1,$17.10 ,"$10,381.41 ",Latorre & Dutch Coffee (China) for Fisher Coffee,"Naturavista, S. A.",1700 msnm,Guatemala,2021,,,Green Apple,"Apricot (3), Caramel (3), Lemon (2), Lemon tea (2), Lychee (2), Orange (2), Blueberry, Cake, Citrus Fruit, Floral, Grapefruit, Green Apple, Green plum, Hibiscus, Jasmine, Lime, Milk Chocolate, Nectarine, Nutty, Overall Sweet, Red Apple, Soy Sauce, Tomato","Citric Acid (2), Citrus, Green Apple, Malic Acid, Rounded",Washed,Gesha,,28 ha,Guatemala
220,24,87.44,El Limonar,583.3,$18.50 ,"$10,791.05 ","TOA COFFEE Co.,Ltd.",Rosa Maria Ovalle Mont,1850 meters,Guatemala,2021,,,Rich,"Chocolate (3), Black Currant (2), Floral (2), Lemon & Lime (2), Black Cherry, Brown Sugar, Cloud berries, Cola, Creamy, Grape, Grapefruit, Green plum, Lemon, Lemon tea, Licorice-anise, Lime, Mandarin Orange, Molasses, Nutty, Peach, Pineapple, Plum, Prune, Roasted Almond, Strawberry, Vanilla","Apple, Black Currant, Green Apple, Juicy, Lemon",Natural,Pacamara,,83 ha,Guatemala
221,25,87.33,Villaure,529.1,$14.60 ,"$7,724.86 ","Wataru & Co., Ltd.",Aurelio Villatoro Castillo,6000 feet,Guatemala,2021,,,Simple,"Jasmine (4), Bittersweet Chocolate (2), Cherry (2), Grape (2), Lemon & Lime (2), Lemon tea (2), Lemongrass (2), Orange (2), Apple, Blackberry, Blueberry, Brown Spice, Brown Sugar, Green Apple, Hint of floral, Honey, Lime peel, Melon, Milk Chocolate, Pear, Plain, Red Apple","Green Apple (2), Citric Acid, Juicy, Lemon, Lemon & Lime, Lime, Malic Acid, Red Currant, White Grape",Washed,Gesha & Bourbon,,31 ha,Guatemala
222,26,87.32,Flor Del Cafe,1382.3,$20.10 ,"$27,784.23 ","S.O.E COFFEE, 北京琳渺Linkmore咖啡生豆, 北京啡旗咖啡 La Primax, 云南际遇Yunnan Happen stance",Adony Osbaldo Perez Ramirez,"6,000 Ft.",Guatemala,2021,,,Simple,"Floral (4), Black Tea (3), Lemongrass (3), Lime (3), Melon (2), Bergamot, Bittersweet Chocolate, Black Currant, Brown Sugar, Candy, Caramel, Cherry, Dried Fruit, Herb-like, Honey, Lemon & Lime, Lemon candy, Lemon tea, Lychee, Mandarin Orange, Nutty, Orange, Peach, Red Grape, Roasted Peanuts, Stone Fruit, Sweet & Sugary","Citric Acid, Citrus, Lemon, Malic Acid",Washed,Gesha,,140 ha,Guatemala
223,27,87.24,Mujba-La Union,796.6,$14.80 ,"$11,789.68 ",Kyokuto Fadie Corporation,Carlos Gonzalo Eduardo Rivas Quiroa,1780m,Guatemala,2021,,,Delicate,"Caramel (3), Apple (2), Milk Chocolate (2), Black Cherry, Black Tea, Brown Sugar, Butter cookie, Candy, Clove, Cream, Dried Dates, Grapefruit, Green Grape, Herb-like, Honeydew, Lemon, Lemon & Lime, Lemon tea, Malt, Papaya, Pear, Red Currant, Roasted Peanuts, Sweet, Sweet & Sugary, Tomato, Tropical Fruit","Citric Acid, Citrus Fruit, Slightly lactic",Washed,Pacamara,,17 ha,Guatemala
224,28,87.04,El Diamante,537.1,$14.90 ,"$8,002.79 ",TAKAMURA COFFEE ROASTERS,Florencio Villatoro Castillo,6000 feet,Guatemala,2021,,,Complex,"Black Cherry (2), Mango (2), Spicy (2), Whiskey (2), Apricot, Bakers Chocolate, Berry, Black Currant, Cacao Nibs, Caramel, Caramelized, Cardamon Caraway, Cherry, Dried Fruit, Floral, Grape, Green Apple, Green grape skin, Green Tea, Kiwi, Lemon & Lime, Milk Chocolate, Orange candy, Pipe Tobacco, Plum, Red Apple, Red Grape, Red wine, Slightly tropical, Tropical Fruit","Black Cherry, Citrus Fruit, Malic Acid, Tartaric acid",Washed,Maragogype,,6 ha,Guatemala
225,1a,91.75,El Morito,224.1,$138.20 ,"$30,970.62 ",The Espresso Lab,Jose Roberto Monterroso Pineda,6800,Guatemala,2022,,,"Peach, Dark chocolate, Floral, Fruits, Red wine, Apple, Bright, Citrus, Grapes, Tangerine, Orange, Red apple, Refined, Creamy, Well structured, Aromatic, Grapefruit, Jamaican rose, Honey, Intense, Jasmine, Red wine , Roses, White wine, Clean, Transparent, Caramel, Honey, Well balanced, Harmonious, Juicy, Melon, Licha, Pear, Black tea, Green tea, Berries, Blueberries, Lactic, Mango, Kiwi, Watermelon, Cherry, Guava.",,,Washed,Gesha,,115,Guatemala
226,1b,91.75,El Morito,224.1,$138.20 ,"$30,970.62 ","Fisher coffee 啡舍 /青岛李想珈 /东方国际商业（集团）有限公司/CoffeeBuff/SHANGHAI CARMO TRADING CO. ,LTD(珈露梦咖啡）",Jose Roberto Monterroso Pineda,6800,Guatemala,2022,,,"Peach, Dark chocolate, Floral, Fruits, Red wine, Apple, Bright, Citrus, Grapes, Tangerine, Orange, Red apple, Refined, Creamy, Well structured, Aromatic, Grapefruit, Jamaican rose, Honey, Intense, Jasmine, Red wine , Roses, White wine, Clean, Transparent, Caramel, Honey, Well balanced, Harmonious, Juicy, Melon, Licha, Pear, Black tea, Green tea, Berries, Blueberries, Lactic, Mango, Kiwi, Watermelon, Cherry, Guava.",,,Washed,Gesha,,115,Guatemala
227,2a,91.33,El Injerto I,213,$111.10 ,"$23,664.30 ","Fisher coffee 啡舍 /青岛李想珈 /东方国际商业（集团）有限公司/CoffeeBuff/SHANGHAI CARMO TRADING CO. ,LTD(珈露梦咖啡) / S.O.E COFFEE 八平方咖啡 / MARUS COFFEE马路咖啡. M1 咖啡奇幻工场 M1 Coffee Dream Factory",El Injerto Sociedad Anonima,6300,Guatemala,2022,,,"Floral, Fruity, Jasmine, Lemon, Tangerine, Roses, Vanilla, Apple, Sparkly, Citrus Grapes, Smooth, Firm, Creamy, Well structured, Peach, Aromatic, Caramel, Dark Chocolate, Grapefruit, Jamaica Rose, Honey, Intense, Orange, Peach, Red wine, Roses, Clean,Transparent, Well balanced, Almond, Menthol, Black tea, Green tea, Berries, Red apple, Blueberries, Lactic, Tea, Mango, Juicy, Chamomile.",,,Washed,Gesha,,446.67,Guatemala
228,2b,91.33,El Injerto I,213,$111.20 ,"$23,685.60 ","MUSEO Co., Ltd. // TXT Coffee (.txt) // No Doubt // liike coffee",El Injerto Sociedad Anonima,6300,Guatemala,2022,,,"Floral, Fruity, Jasmine, Lemon, Tangerine, Roses, Vanilla, Apple, Sparkly, Citrus Grapes, Smooth, Firm, Creamy, Well structured, Peach, Aromatic, Caramel, Dark Chocolate, Grapefruit, Jamaica Rose, Honey, Intense, Orange, Peach, Red wine, Roses, Clean,Transparent, Well balanced, Almond, Menthol, Black tea, Green tea, Berries, Red apple, Blueberries, Lactic, Tea, Mango, Juicy, Chamomile.",,,Washed,Gesha,,446.67,Guatemala
229,3a,90.13,Rosma,296.6,$77.10 ,"$22,867.86 ",Haru International Corporation,Fredy Milton Morales Merida,5800,Guatemala,2022,,,"Floral, Fruity, Grapefruit, Hibiscus, Jasmine, Lemon, Orange, Peach, Roses, Bright, Citrus, Grapes, Green Apple, Orange, Red apple, Creamy, Structured, Grapefruit, Honey, Tangerine, Red wine, Vanilla, Delicate, Clean, Transparent, Honey, Pungent, Plum, Melon, Licha, Menthol, Macadamia, Black Tea, Green Tea, Raspberry, Lactic, Effervescent, Kiwi, Juicy, Fig, Chamomile",,,Washed,Gesha,,21.31,Guatemala
230,3b,90.13,Rosma,296.6,$77.00 ,"$22,838.20 ",GLITCH COFFEE & ROASTERS BY MARUKAI,Fredy Milton Morales Merida,5800,Guatemala,2022,,,"Floral, Fruity, Grapefruit, Hibiscus, Jasmine, Lemon, Orange, Peach, Roses, Bright, Citrus, Grapes, Green Apple, Orange, Red apple, Creamy, Structured, Grapefruit, Honey, Tangerine, Red wine, Vanilla, Delicate, Clean, Transparent, Honey, Pungent, Plum, Melon, Licha, Menthol, Macadamia, Black Tea, Green Tea, Raspberry, Lactic, Effervescent, Kiwi, Juicy, Fig, Chamomile",,,Washed,Gesha,,21.31,Guatemala
231,4,89.9,La Gran Manzana,408.7,$50.10 ,"$20,475.87 ",NOZY COFFEE,Angel Alejandro Morales De La Peña,6100,Guatemala,2022,,,"Floral, Hibiscus rose, Jasmine, Lemon, Orange, Peach, Roses, Sweet, Bright, Citrus, Fruits, Green apple, Tangerine, Red apple, Refined, Smooth, Firm, Creamy, Peach, Caramel, Chocolate, Honey, Intense, Red wine, Roses, Vanilla, White wine, Clean, Transparent, Well balanced, Harmonious, Licha, Black tea, Green tea, Raspberry, Lactic, Buttery, Mango, Kiwi, Watermelon, Juicy, Almond, Blueberry , Cherry, Hazelnut, Raisin",,,Natural,Gesha,,2.8,Guatemala
232,5,89.67,El Paraxaj,454.3,$37.60 ,"$17,081.68 ",Decameron coffee,"Agrocomercial Santa Felisa, Sociedad Anonima",,Guatemala,2022,,,"Peach, Caramel, Dark Chocolate, Floral, Grapefruit, Lemon, Red Wine, Bright, Red Apple, Creamy, Well Structured, Peach, Honey, Intense, Jasmine, Orange, Peach, Vanilla, Transparent, Complex, Almond, Macadamia, Black Tea , Buttery, Mango, Kiwi, Cherry, Hazelnut",,,Natural,Pacamara,,,Guatemala
233,6,89.57,La Labor Y Anexo,724.1,$23.30 ,"$16,871.53 ","Coffee Me Up (Korea), From Heras, DNU COFFEE, Coffee Therapy (Thailand), TOB COFFEE (ARNIA LIIMITED), BARISTATUS","Empresa Rancho Dulce, S. A.",,Guatemala,2022,,,"Floral, Fruits, Hibiscus rose, Jasmine, Red wine, Bright, Citrus, Red apple, Creamy, Well structured, Aromatic, Caramel, Chocolate, Honey, Intense, Lemon, Tangerine, Orange, Peach, Red wine, Roses, Vanilla, White wine, Delicate, Clean, Well balanced, Menthol, Strawberry, Black tea, Lactic, Mango, Kiwi",,,Natural,Gesha,,,Guatemala
234,7,88.95,La Reforma Y Anexos,568.9,$61.70 ,"$35,101.13 ",印格咖啡Ingenuity Coffee & 厦门甘丹贸易有限公司 & 周狮虎咖啡 & 汕头市轻乐咖食品有限公司,"La Reforma Y Asociados, S. A.",,Guatemala,2022,,,"Caramel, Floral, Honey, Tangerine, Orange, Vanilla, Apple, Bright, Tangerine, Orange, Firm, Creamy, Caramel, Chocolate, Grapefruit, Jasmine, Roses, White wine, Transparent, Well balanced, Harmonious, Melon, Almond, Black tea , Berries, Kiwi, Sweet Almond, Hazelnut",,,Washed,Gesha,,,Guatemala
235,8,88.93,Mama Cata,1299.1,$23.30 ,"$30,269.03 ","ONYX COFFEE LLC, Burman Coffee Traders, El Gran Cafe, Intelligentsia, La Barba, Metric, Sagebrush",Max Fernando Perez Rios,6500,Guatemala,2022,,,"Caramel, Floral, Jasmine, Apple, Bright, Citrus, Smooth, Full, Consistent, Creamy, Aromatic, Grapefruit, Jamaican rose, Honey, Intense, Peach, Red wine, Transparent, Well balanced, Harmonious, Juicy, Complex, Licha, Almond, Black Tea, Green Tea, Berries, Blueberries, Lactic, Mango, Kiwi, Chamomile, Lime, Hazelnut",,,Washed,Gesha,,49.72,Guatemala
236,9,88.82,Kalibus La Sierra,1260.5,$23.00 ,"$28,991.50 ",Foosung HDS & LaB Coffee & Roasters,Pompeyo Castillo Cerezo,5177,Guatemala,2022,,,"Peach, Caramel, Floral, Fruits, Tangerine, Orange, White wine, Apple, Bright, Citrus, Smooth, Creamy, Hibiscus rose, Honey, Intense, Jasmine, Roses, Vanilla, Clean, Transparent, Well balanced, Plum, Currant, Almond, Black Tea, Berries, Blueberries, Kiwi, Hazelnut",,,Washed,Gesha,,167.36,Guatemala
237,10,88.23,Montaña Helada,420.9,$20.10 ,"$8,460.09 ",Kyokuto Fadie Corporation,"Rocafe, Sociedad Anonima",,Guatemala,2022,,,,,,Natural,Gesha,,,Guatemala
238,11,88.2,Guatalon,738.3,$30.60 ,"$22,591.98 ",意可坊咖啡 for FisherCoffee/ il gatto coffee/ 咖乐乐KOLAKOLA COFFEE,Guillermo Antonio Juarez Solares,5200,Guatemala,2022,,,,,,Washed,Pacamara,,47.23,Guatemala
239,12,88.15,San Jeronimo Miramar Y Anexo Santa Isabel,541.5,$27.90 ,"$15,107.85 ",BEAN SUPER豆超國際/樂波波珈琲/蟄伏咖啡/丢丢小忙与光/Q caf’e x 滿福烘豆場/百啡有光/Coffee STOPOVER/云境農莊/B-ROLL COFFEE/臻實咖啡Real Coffee/尊任咖啡/羅樂咖啡工作室/之歌咖啡/Dr.Bean(上乙實業)/一中일중❤台中北屯小孜孜,Finca San Jeronimo Miramar Sociedad Anonima,4900,Guatemala,2022,,,"Floral, Hibiscus rose, Lemon, Peach, Wine red, Bright, Fruits, Grapes, Orange, Creamy, Aromatic, Caramel, Dark Chocolate, Floral, Jasmine, Vanilla, Juicy, Melon, Licha, Almond, Black tea, Blueberries, Effervescent""",,,Honey,Gesha,,661,Guatemala
240,13,88.1,Ponderosa,958.3,$18.10 ,"$17,345.23 ","Wataru & Co., Ltd.",Wilfrido Hernán Pérez Pérez,4592,Guatemala,2022,,,"Dark Chocolate, Floral, Peach, Sweet, Vanilla, Apple, Citrus, Grapes, Orange, Creamy, Dense, Good Body, Peach, Aromatic, Caramel, Chocolate, Grapefruit, Jamaican rose, Honey, Jasmine, Tangerine, Red wine, Vanilla, Transparent, Well balanced, Juicy, Complex, Cantaloupe, Currant, Almond , Macadamia, Prune, Strawberry, Kiwi, Mango.""",,,Natural,Pacamara,,12.28,Guatemala
241,14,88.08,La Hermosa,704.8,$34.00 ,"$23,963.20 ",Sulalat Coffee Trading,Max Fernando Perez Rios,6250,Guatemala,2022,,,"Peach, Floral, Honey, Lemon, Orange, Peach, Bright, Citrus, Fruit, Grapes, Tangerine, Soft, Creamy, Well structured, Caramel, Chocolate, Floral, Hibiscus, Honey, Jasmine, Lemon, Tangerine, Orange, Peach , Red wine, Roses, Vanilla, White wine, Clean, Transparent, Well balanced, Licha, Menthol, Black tea, Berries, Blueberries, Effervescent",,,Natural,Gesha,,49.72,Guatemala
242,15,88.07,Bella Vista,450.3,$19.90 ,"$8,960.97 ","ONYX COFFEE LLC, Big Medicine, Burman Coffee Traders, Idle Hands Roasting Co., Sagebrush, Treeline",Arcenio Castillo Villatoro,5500,Guatemala,2022,,,,,,Natural,Gesha,,18.38,Guatemala
243,16,87.93,El Muñeco,703.8,$20.20 ,"$14,216.76 ",M.I.COFFEE CORPORATION,Claudia Maria Abril Valencia,6000,Guatemala,2022,,,"Grapefruit, Orange, Peach, Vanilla, Apple, Bright, Citrus, Tangerine, Smooth, Firm, Creamy, Peach, Caramel, Dark Chocolate, Floral, Honey, Jasmine, Peach, Red Wine, Vanilla, Clean, Honey, Juicy, Complex, Menthol, Strawberry, Black Tea, Berries, Blueberries, Tobacco, Blueberry.",,,Natural,Gesha,,5.73,Guatemala
244,17,87.88,Hacienda Del Cafe,476.6,$23.30 ,"$11,104.78 ","Saerin co.,Ltd (MGPG) & Chromite Coffee(크로마이트커피)",Leonardo Rene Perez Hidalgo,6650,Guatemala,2022,,,"Aromatic, Caramel, Dark Chocolate, Floral, Honey, Jasmine, Peach, Vanilla, Bright, Citrus, Fruit, Lemon, Red apple, Creamy, Aromatic, Floral, Grapefruit, Honey, Jasmine, Tangerine, Orange, Red wine, Vanilla, Juicy, Complex, Plum, Melon, Almond, Grape, Strawberry, Black tea , Berries, Blueberries, Lactic, Mango, Kiwi, Watermelon, Cherry, Malt, Mint""",,,Washed,Gesha,,45.13,Guatemala
245,18,87.87,Miramundo,556.7,$27.70 ,"$15,420.59 ","Saerin co.,Ltd (MGPG) & Chromite Coffee(크로마이트커피)","Naturavista, S. A.",,Guatemala,2022,,,"Peach, Caramel, Floral, Vanilla, Bright, Citrus, Fruits, Soft, Honey, Jasmine, Lemon, Orange, Peach, Red wine, White wine, Delicate, Clean, Well balanced, Plum, Melon, Almond, Pear, Black tea, Red apple, Berries, Blueberries, Lactic, Light, Kiwi, Licha, Chamomile.",,,Washed,Gesha,,,Guatemala
246,19,87.85,La Bugambilia,576.7,$27.60 ,"$15,916.92 ",Terarosa (Haksan Co. Ltd),Guillermo Antonio Juarez Solares,5300,Guatemala,2022,,,"Peach, Cloves, Dark Chocolate, Floral, Orange, Peach, Bright, Citrus, Grapes, Green Apple, Tangerine, Full, Hearty, Caramel, Cinnamon, Floral, Jamaica Rose, Honey, Orange Red wine, Tangerine, White wine, Clean, Transparent, Well balanced, Juicy, Complex, Almond, Black tea, Green tea, Berries, Buttery, Mango, Kiwi, Almond, Malt, Blueberry",,,Natural,Pacamara,,32.68,Guatemala
247,20,87.78,Chualax,402.6,$22.60 ,"$9,098.76 ",Sulalat Coffee Trading,"Agrocomercial Santa Felisa, Sociedad Anonima",,Guatemala,2022,,,"Aromatic, Dark chocolate, Honey, Red wine, Bright, Citrus, Fruits, Grapes, Full, Firm, Creamy, Caramel, Dark chocolate, Grapefruit, Honey, Jasmine, Lemon, Tangerine, Orange, Peach, Red wine, Vanilla, White wine , Licha, Strawberry, Black tea, Berries, Lactic, Mango, Cherry, Malt",,,Natural,Gesha,,,Guatemala
248,21,87.67,Pastores,739.3,$20.20 ,"$14,933.86 ","Linking Coffee Co., Ltd.","Inversiones Pililina, Sociedad Anonima",,Guatemala,2022,,,,,,Washed,Gesha,,,Guatemala
249,22,87.63,Idolia,477.6,$22.70 ,"$10,841.52 ",Wataru for Voila Coffee,"Azucar Y Cafe, S. A.",,Guatemala,2022,,,"Caramel, Floral, Orange, Bright, Citrus, Fruits, Lemon, Tangerine, Smooth, Creamy, Well structured, Caramel, Chocolate, Floral, Honey, Jasmine, Peach, Vanilla, Delicate, Clean, Well balanced, Juicy, Plum, Melon, Licha, Almond, Pear, Black Tea, Red Apple, Green Apple, Buttery, Light, Chamomile.",,,Washed,Gesha,,,Guatemala
250,23,87.57,El Retiro Del Quisaya,577,$24.00 ,"$13,848.00 ",意可坊咖啡 for 有容乃大 SmallArmsBigHeart,"Ditega, Sociedad Anonima",,Guatemala,2022,,,"Caramel, Floral, Vanilla, Bright, Citrus, Smooth, Consistent, Creamy, Caramel, Chocolate, Floral, Grapefruit, Jamaica Rose, Honey, Lemon, Tangerine, Orange, Peach, White wine, Transparent, Plum, Melon, Licha, Almond , Menthol, Strawberry, Black tea, Berries, Kiwi, Juicy, Almond.",,,Washed,Gesha,,,Guatemala
251,24,87.5,Puerta Verde,418.8,$17.00 ,"$7,119.60 ",Honu Kato Coffee Inc.,"Puerta Verde, S. A.",,Guatemala,2022,,,"Caramel, Cloves, Floral, Fruits, Lemon, Roses, Bright, Citrus, Grapes, Green Apple, Smooth, Creamy, Peach, Chocolate, Cinnamon Dark chocolate, Tangerine, Orange, Red wine, Roses, White wine, Honey, Juicy, Almond, Grape, Macadamia, Strawberry, Pear, Black tea, Red apple, Berries. Blueberries, Lactic, Buttery, Malt, Hazelnut, Guava.",,,Washed,Pacamara,,,Guatemala
252,25,87.45,El Tambor,617.6,$20.00 ,"$12,352.00 ","ONYX COFFEE LLC, Burman Coffee Traders, Dawson Taylor, Moustache Coffee Club","Los Moshos, S. A.",,Guatemala,2022,,,"Aromatic, Floral, Orange, Citrus, Green apple, Lemon, Orange, Creamy, Peach, Caramel, Chocolate, Cinnamon, Grapefruit, Hibiscus rose, Honey, Tangerine, Red wine, White wine, Clean, Well balanced, Harmonious, Juicy, Complex, Plum, Licha, Almond, Strawberry, Black Tea, Green Tea, Berries, Raspberry, Mango, Cherry, Malt, Butterscotch",,,Washed,Pacamara,,,Guatemala
253,26,87.4,El Zapote Y Anexos,706.8,$24.00 ,"$16,963.20 ","OBROS COFFEE、hosomy factory,WAVY COFFEE ROASTERS and Acid Coffee Tokyo by MARUKAI",Wilfrido Hernán Pérez Pérez,5150,Guatemala,2022,,,"Floral, Fruity, Intense, Orange, Peach, Red wine, Bright, Citrus, Grapes, Lemon, Soft, Creamy, Well structured, Peach, Chocolate, Cinnamon, Honey, Jasmine, Mandarin, Red wine, Roses, Vanilla, Delicate, Caramel , Honey, Harmonious, Juicy, Plum, Melon, Licha, Prune, Strawberry, Black Tea, Berries, Lactic, Mango, Kiwi, Watermelon, Hazelnut.",,,Natural,Gesha,,121.98,Guatemala
254,27,87.37,Coop. Agricola Integral Chicoj. R.L.,674.4,$20.00 ,"$13,488.00 ",The Few Coffee and Goods,"Coop. Agricola Integral Chicoj, R. L.",,Guatemala,2022,,,"Caramel, Cloves, Dark Chocolate, Floral, Hibiscus, Orange, Bright, Citrus, Green Apple, Lemon, Orange, Creamy, Caramel, Honey, Red Wine, Roses, Clean, Honey, Juicy, Complex, Plum, Licha , Currant, Almond, Grape, Black Tea, Green Tea, Red Apple, Green Apple, Berries, Blueberries, Mango, Cherry, Kiwi, Macadamia.",,,Honey,Caturra,,,Guatemala
