Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
200,15,87.97,Finca Los Pinos,595.25,$10.70,"$6,369.18",Groundwork Coffee & Noble Coffee,Julia Ortega Carballo,1136 m,México,2021,,,"Grape juice, Lemonade, Sweet & Sugary","Black Currant (2), Caramel (2), Honey (2), Melon (2), Red Currant (2), Almond, Berry, Bittersweet Chocolate, Black Cherry, Brown Spice, Brown Sugar, Burnt Sugar, Cane sugar, Cherry, Citric Acid, Dried Fruit, Floral, Grapefruit, Green plum, Lemon & Lime, Lemon candy, Lime, Nut, Orange, Orange peel, Pear, Pineapple, Plum, Very sweet","Lemon (2), Lime (2), Bright, Citric Acid, Mandarin Orange",Washed,Oro Azteca,,7 ha,México
201,16,87.97,Finca Huehuetecpan,992.08,$9.90,"$9,821.59",Kaffebrenneriet As,Francisco Javier Montiel Valencia,1400 m,México,2021,,,"Bergamot, Lemon tea","Milk Chocolate (3), Brown Sugar (2), Orange (2), Plum (2), Red Currant (2), Apricot, Bergamot, Black Tea, Cherries, Citrus, Dried Fruit, Green Apple, Jasmine, Lemon & Lime, Lemon tea, Malt, Molasses, Pear, Prune, Raspberry, Red Apple, Red Grape, Sweet & Sugary, Wheat","Bright (2), Apple, Citric Acid, Complex, Grape, Lemon, Malic Acid, Medium, Red Grape",Washed,"Mundo Novo, Typica, Garnica",,1 ha,México
202,17,87.89,Palma,396.83,$15.10,"$5,992.13","Al Cafeci, S.A. de C.V. (Calufe – Hermann Thomas)",Félix Morales Ixtla,1141 m,México,2021,,,"Floral, Lemon tea","Caramel (3), Apple (2), Bergamot (2), Brown Sugar (2), Lemon peel (2), Lychee (2), Peach (2), Pear (2), Vanilla (2), Apricot, Biscuity, Burnt Sugar, Crisp, Dark Chocolate, Floral, Jasmine, Lemon, Lemon & Lime, Lemon tea, Mandarin Orange, Orange rind, Red Apple, Yellow apricot","Citrus, Grapefruit, Lemon, Malic Acid, Passion Fruit, Plum, Red Apple, Structured",Washed,Gesha,,3.02 ha,México
203,18,87.64,Jade,1058.22,$19.30,"$20,423.65",Sulalat Coffee Trading,Bernardino Lopez Ruiz,1360 m,México,2021,,,"Mango, Overripe/Near fermented","Plum (3), Apple (2), Bittersweet Chocolate (2), Chocolate (2), Lime (2), Strawberry (2), Black Currant, Blackberry, Cane sugar, Caramel, Caramelized, Cherry, Cocoa, Cream, Dark berries, Dark Chocolate, Dried Dates, Fermented, Floral, Lemon, Lychee, Molasses, Overripe grape, Passion Fruit, Pineapple, Raisin, Red Currant, Red Grape, Rum, Sultana, Winey, Whiskey","Grapefruit (2), Bright, Fizzy, Green, Lactic",Natural,Caturra,,3 ha,México
204,19,87.58,San Miguel,529.11,$8.10,"$4,285.79",List + Beisler GmbH,Ma. Guadalupe Gomez Anzo,1270 m,México,2021,,,"Balance, Clean","Brown Sugar (3), Caramel (3), Floral (2), Lemon (2), Red Apple (2), Stone Fruit (2), Apple, Apricot, Black Tea, Candy, Cane sugar, Caramelized, Citrus Fruit, Cranberry, Honey, Jasmine, Lemon & Lime, Lime, Milk Chocolate, Orange, Peach, Pear, Red Currant, Roasted Hazelnut, Sweet & Sugary, Vanilla","Malic Acid (3), Bright (2), Citric Acid, Cranberry, Lemon, Lime, Red Apple",Natural,Caturra,,5.17 ha,México
205,20,87.47,Finca El Bordo,925.94,$10.00,"$9,259.40",TAKAMURA COFFEE ROASTERS,Nieves Isabel Montiel Valencia,1400 m,México,2021,,,"Chocolate, sweet, nuts, Citrus , got sweeter","Apricot (2), Caramel (2), Cola (2), Dark Chocolate (2), Red Currant (2), Apple, Bittersweet Chocolate, Black Cherry, Blackberry, Brown Sugar, Grapefruit, Green plum, Green Tea, Honey, Lemon peel, Lemongrass, Lychee, Mandarin Orange, Red Apple, Syrupy, Tamarind","Malic Acid (2), Sharp (2), Bright, Citric Acid, Citrus, Orange, Tangy",Washed,"Typica, Garnica, Mundo Novo",,2 ha,México
206,21,87.44,Cañada Fria,462.97,$9.40,"$4,351.92",Demitasse,José Daniel Cobilt Castro,1450 m,México,2021,,,"Lemon & Lime, Plum","Apple (2), Bittersweet Chocolate (2), Caramel (2), Peach (2), Roasted Peanuts (2), Blood orange, Brown Sugar, Burnt Sugar, Cane sugar, Cherry, Cocoa Powder, Cranberry, Dark Chocolate, Dried Fruit, Floral, Green Tea, Jasmine, Juicy, Lemon & Lime, Mandarin Orange, Overall Sweet, Pineapple, Plum, Red Currant, Stone Fruit, Sweet, White Grape","Citric Acid (2), Complex, High acidity, Lemon zest, Lime, Malic Acid, Sweet",Washed,"Bourbon, Pacamara, Typica, Caturra",,2 ha,México
207,22,87.42,Zacatlami,462.97,$9.00,"$4,166.73","Wataru & Co., Ltd.",Liova Sandoval Cordoba,1400 m,México,2021,,,"Tropical Fruit (2), Citrus, Peel bitter","Cacao Nibs (3), Apple (2), Caramel (2), Lemon (2), Lemon & Lime (2), Orange (2), Pineapple (2), Blackberry, Brown Spice, Brown Sugar, Cane sugar, Cherry, Cranberry, Dried berry, Floral, Green Apple, Lemon candy, Liqueur chocolate, Lychee, Mandarin Orange, Mango, Milk Chocolate, Red pepper, Strawberry, Tea stem, Winey","Citric Acid (3), Bright, Green, Green Apple, Lemon, Malic Acid, White Grape",Semi-Washed,"Caturra, Garnica, Mundo Novo",,40 ha,México
208,23,87.42,Finca Sinai,529.11,$12.80,"$6,772.61",KALDI COFFEE FARM,Diego Manuel Woolrich Ramirez,1300 m,México,2021,,,"jasmine floral note, amazing jasmine aftertaste, Nice flavor","Black Tea (3), Floral (3), Jasmine (3), Lemongrass (3), Bergamot (2), Brown Sugar, Candy, Caramel, Cinnamon, Coconut, Coffee Blossom, Coriander Seeds, Ginger, Lemon tea, Lily, Lime, Lychee, Nutty, Passion Fruit, Peach, Peel, Red Apple, Red Currant, Tangerine, Yellow apricot","Bright (2), Citric Acid (2), Lemon, Sharp",Washed,Gesha,,90 ha,México
209,24,87.28,Corahe,584.22,$9.10,"$5,316.40",19grams / Tres Cabezas,Rigoberto Cordova Arroyo,1250 m,México,2021,,,"Lime, Winey, nice cranberry","Cacao Nibs (2), Lime (2), Apricot, Black plum, Blackberry, Cherry, Complex, Cranberry, Dark berry, Dark Chocolate, Dried Fruit, Floral, Fruity, Green Apple, Green Grape, Herb-like, Hibiscus, Jackfruit, Jammy, Lemon, Licorice-anise, Mandarin Orange, Mango, Milk Chocolate, Molasses, Orange, Papaya, Passion Fruit, Pineapple, Pineapple peel, Plum, Plum, Purple grape, Star Fruit, Strawberry, Winey","Acetic Acid, Astringent, Bright, Citric Acid, Malic Acid, Red plum, Red wine, Sharp, Winey",Honey,Gesha & Caturra,,20 ha,México
210,25,87.28,Finca Don Rafa,793.66,$15.40,"$12,222.36",Thood Qahwa LTD Co,Byeong Soo Kim,1600 m,México,2021,,,"Passion Fruit, Pineapple, Plum","Black Tea (2), Blackberry (2), Cola (2), Dark Chocolate (2), Plum (2), Red Currant (2), Apple, Berry, Bittersweet Chocolate, Brown Spice, Brown Sugar, Capsicum, Caramel, Dried Fruit, Grape peel, Lemon, Lemon peel, Nut, Oak, Red Apple, Rum","Bright, Citric Acid, Green, Lemon, Lime, Malic Acid, Medium",Natural,Pache,,20 ha,México
211,26,87.22,Rancho Vista Hermosa,1984.16,$7.70,"$15,278.03","Wataru & Co., Ltd.",Mario Santiz Lopez,1400 m,México,2021,,,Lemonade,"Dried Fruit (2), Plum (2), Almond, Brown Spice, Brown Sugar, Caramel, Citrus Fruit, Clove, Creamy, Floral, Golden Raisin, Grapefruit, Green Apple, Green Grape, Green Tea, Guava, Herb-like, Juicy, Lemon & Lime, Lemon tea, Lime, Melon, Milk Chocolate, Orange, Pineapple, Red Currant, Star Fruit","Bright (2), Citrus, Grapefruit, Lemon, Malic Acid, Mild, Sour, Tart",Washed,Sarchimor,,2 ha,México
212,27,87.19,Temimilzintan,784.84,$8.50,"$6,671.14",M.I.COFFEE CORPORATION,Pablo Jose Aco Huerta,1300 m,México,2021,,,"Sweet hot chocolate, Clean, Light, Peach, jasmine, acidity improved","Citrus (2), Lemon & Lime (2), Orange (2), Stone Fruit (2), Almond, Berry, Black Currant, Brown Spice, Burnt Sugar, Caramelized, Cherry, Dark Chocolate, Dried Fruit, Grapefruit, Green, Green Tea, Jasmine, Lemongrass, Melon, Molasses, Nut, Pear, Red Apple, Red Currant, Roasted walnuts, Sweet & Sugary, Vanilla, Watermelon","Green Apple, Lime, Malic Acid, Multiple fruit acid, Sweet",Washed,Marsellesa,,5 ha,México
213,28,87.17,Finca Huehuetepan,2182.57,$8.30,"$18,115.33","Wataru & Co., Ltd.",Maria Del Rosario Irais Valdivia Ortiz,1350 m,México,2021,,,"Pineapple, Plum","Dark Chocolate (4), Raisin (2), Black Currant, Black Pepper, Cedar, Citrus, Clean, Dried berry, Dried Fig, Floral, Grapefruit, Green Grape, Guava, Herb-like, Jasmine, Lemon & Lime, Lime, Lychee, Malt, Mango, Mulberry, Peach, Pine, Pineapple, Pink grapefruit, Plum, Red Apple, Red Grape, Roasted Almond, Whiskey","Bright (2), Citric Acid, Citrus Fruit, Lime, Malic Acid",Natural,Typica,,22 ha,México
214,29,87.17,Finca Fatima: La Cruz,383.6,$7.80,"$2,992.08","Coffee Me Up (Korea), Cuppingpost, Coffee Therapy (Thailand), 331Roasters, L’OISEAU",Genoveva Perez Redondo Ramirez,1260 m,México,2021,,,"Lactic, Lemon & Lime, Plum","Dark Chocolate (3), Black Tea (2), Citrus (2), Malt (2), Apricot, Bakers Chocolate, Berry, Black Currant, Black plum, Blackberry, Brown Spice, Brown Sugar, Delicate, Dried berry, Floral, Grape, Herb-like, Honey, Honeydew, Leathery, Mango, Melon, Nectarine, Peach, Pear, Plum, Pomegranate, Raisin, Roasted Hazelnut, Strawberry","Malic Acid (3), Green, Green Apple, White Grape",Natural,Typica,,15 ha,México
215,30,87.14,Finca Pocitos,2314.85,$7.50,"$17,361.38",Honu Kato Coffee Inc.,Jesus Carlos Cadena Valdivia,1450 m,México,2021,,,"Lemon & Lime, Walnut","Caramel (2), Dark Chocolate (2), Grape (2), Green Tea (2), Red Currant (2), Salted lemon (2), Apple, Bittersweet Chocolate, Blood orange, Brown Sugar, Burnt Sugar, Cola, Green Apple, Green Grape, Green grape peel, Honey, Nut shell, Orange, Plum, Raisin, Raspberry, Red fruit, Red Grape, Roasted Peanuts, Strawberry, Tea stem, Very sweet","Acetic Acid, Grapefruit, Green Grape, Malic Acid, Orange",Semi-Washed,Typica & Cuscatleco,,20 ha,México
